target,text,,label
service,"to sum it up service varies from good to mediorce , depending on which waiter you get generally it is just average ok","to sum it up MASK varies from good to mediorce , depending on which waiter you get generally it is just average ok",1
seating,"seating is always prompt , though the restaurant does fill up in the evening","MASK is always prompt , though the restaurant does fill up in the evening",2
food,"food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders","MASK is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders",2
raw vegatables in side orders,"food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders","food is usually very good , though ocasionally i wondered about freshmess of MASK",0
decor,"the decor is vibrant and with several boths on the right side of the dining hall , which are great for a date","the MASK is vibrant and with several boths on the right side of the dining hall , which are great for a date",2
boths,"the decor is vibrant and with several boths on the right side of the dining hall , which are great for a date","the decor is vibrant and with several MASK on the right side of the dining hall , which are great for a date",2
red eye,i have never been disappointed in the red eye,i have never been disappointed in the MASK,2
live jazz band,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad","the first time i went , and was completely taken by the MASK and atmosphere , i ordered the lobster cobb salad",2
atmosphere,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad","the first time i went , and was completely taken by the live jazz band and MASK , i ordered the lobster cobb salad",2
meal,it 's simply the best meal in nyc,it 's simply the best MASK in nyc,2
red eye grill,you can not go wrong at the red eye grill,you can not go wrong at the MASK,2
restaurant,"if we were to move from the upper east side , we would genuinely miss this restaurant","if we were to move from the upper east side , we would genuinely miss this MASK",2
restaurant,the restaurant is cute but not upscale,the MASK is cute but not upscale,1
food,the food is a diamond in rough the food is delicious and homemade with the perfect balance of herbs and tomatoes,the MASK is a diamond in rough the food is delicious and homemade with the perfect balance of herbs and tomatoes,2
balance of herbs and tomatoes,the food is a diamond in rough the food is delicious and homemade with the perfect balance of herbs and tomatoes,the food is a diamond in rough the food is delicious and homemade with the perfect MASK,2
jekyll and hyde pub,we had a great time at the jekyll and hyde pub last night,we had a great time at the MASK last night,2
bar,after really enjoying ourselves at the bar we sat down at a table and had dinner,after really enjoying ourselves at the MASK we sat down at a table and had dinner,2
server,the server was really cool and served us our food and drinks with a smile,the MASK was really cool and served us our food and drinks with a smile,2
decor,the place 's decor and hidden bathrooms made for a good laugh,the place 's MASK and hidden bathrooms made for a good laugh,2
hidden bathrooms,the place 's decor and hidden bathrooms made for a good laugh,the place 's decor and MASK made for a good laugh,2
restaurant,i highly recommend visiting this restaurant and having dinner and drinks !,i highly recommend visiting this MASK and having dinner and drinks !,2
